id,description,en
user.profile.auditList.usernameRequested,Description for User username requested audit action,Username reminder requested
user.profile.auditList.viewed,Description for declaration viewed audit action,Viewed
user.profile.nid,Title for nid,National ID
user.profile.phoneNumber,Title for phoneNumber field,Phone number
user.profile.roleType,Title for roleType field,Role
user.profile.sectionTitle.audit,Title for audit section,History
user.profile.startDate,Title for startDate field,Start date
user.profile.userName,Title for userName field,Username
userRole.fieldAgent,Name for user role Field Agent,Field Agent
userRole.healthcareWorker,Name for user role Healthcare Worker,Healthcare Worker
userRole.localLeader,Name for user role Local Leader,Local Leader
userRole.localRegistrar,Name for user role Local Registrar,Local Registrar
userRole.localSystemAdmin,Name for user role Local System Admin,Local System Admin
userRole.nationalRegistrar,Name for user role National Registrar,National Registrar
userRole.nationalSystemAdmin,Name for user role National System Admin,National System Admin
userRole.performanceManager,Name for user role Performance Manager,Performance Manager
userRole.policeOfficer,Name for user role Police Officer,Police Officer
userRole.registrationAgent,Name for user role Registration Agent,Registration Agent
userRole.socialWorker,Name for user role Social Worker,Social Worker
userSetup.complete.instruction,Instruction for the setup complete,Login to your account with your username and newly created password
userSetup.complete.title,Title for the setup complete page,Account setup complete
userSetup.instruction,User setup review page instruction,Check the details below to confirm your account details are correct
userSetup.landing.instruction,Instruction for the account setup langing page,You are just a few steps away from completing your account set up
userSetup.landing.title,Title for the landing page,Welcome to {applicationName}
userSetup.review.header,User setup review page subtitle,Confirm your details
userSetup.review.title,User setup review page title,Your details
userSetup.securityQuestions.birthTown,The description for BIRTH_TOWN key,What city were you born in?
userSetup.securityQuestions.favoriteFood,The description for FAVORITE_FOOD key,What is your favorite food?
userSetup.securityQuestions.favoriteMovie,The description for FAVORITE_MOVIE key,What is your favorite movie?
userSetup.securityQuestions.favoriteSong,The description for FAVORITE_SONG key,What is your favorite song?
userSetup.securityQuestions.favoriteTeacher,The description for FAVORITE_TEACHER key,What is the name of your favorite school teacher?
userSetup.securityQuestions.firstChildName,The description for FIRST_CHILD_NAME key,What is your first child's name?
userSetup.securityQuestions.hightSchool,The description for HIGH_SCHOOL key,What is the name of your high school?
userSetup.securityQuestions.motherName,The description for MOTHER_NAME key,What is your mother's name?
userSetup.type.healthSystem,The description for health system type,Health System
userSetup.type.hospital,The description for HOSPITAL type,Hospital
userSetup.type.system,The description for system type,System
userSetup.waiting,The message that displays when the user is waiting for the account to be created,Setting up your account
v2-events.buttons.makeCorrection,Rectord correction button text,Correct record
v2-events.buttons.submitCorrectionRequest,Submit correction request button text,Submit correction request
v2-events.correction.correctionReject.reason,Correction request rejection reason,Reason for rejection
v2-events.correction.correctionRequest,Correction request text,Correction request
v2.action.correct,Label for correct record button in dropdown menu,Correct Record
v2.action.view.record,Label for view record,View
v2.actionModal.PrimaryAction,The label for primary action button of action modal,"{action, select, declare{Declare} other{{action}}}"
v2.actionModal.cancel,The label for cancel button of action modal,Cancel
v2.actionModal.confirm,The label for confirm button of action modal,Confirm
v2.actionModal.description,The description for action modal,The informant will be notified of this decision and a record of this decision will be recorded
v2.actionModal.description.incomplete,Description shown in the action modal when a declaration is incomplete,This incomplete declaration will be submitted for review.
